language,structure,case,n,implementation,run,time_sec
python,hash_table,4. Get existing random order,2000000,dict,3,2.082212376
python,hash_table,4. Get existing random order,2000000,dict,4,2.131762222
python,hash_table,4. Get existing random order,2000000,dict,5,2.101558646
python,hash_table,4. Get existing random order,5000000,HashTable,1,14.365432237
python,hash_table,4. Get existing random order,5000000,HashTable,2,14.517826635
python,hash_table,4. Get existing random order,5000000,HashTable,3,14.418349936
python,hash_table,4. Get existing random order,5000000,HashTable,4,14.467163381
python,hash_table,4. Get existing random order,5000000,HashTable,5,14.437715386
python,hash_table,4. Get existing random order,5000000,dict,1,5.898951229
python,hash_table,4. Get existing random order,5000000,dict,2,5.963348428
python,hash_table,4. Get existing random order,5000000,dict,3,5.926812243
python,hash_table,4. Get existing random order,5000000,dict,4,5.938881910
python,hash_table,4. Get existing random order,5000000,dict,5,5.852329514
python,hash_table,4. Get existing random order,10000000,HashTable,1,30.547070081
python,hash_table,4. Get existing random order,10000000,HashTable,2,30.407157660
python,hash_table,4. Get existing random order,10000000,HashTable,3,30.441822323
python,hash_table,4. Get existing random order,10000000,HashTable,4,30.424030818
python,hash_table,4. Get existing random order,10000000,HashTable,5,30.610066204
python,hash_table,4. Get existing random order,10000000,dict,1,12.807204417
python,hash_table,4. Get existing random order,10000000,dict,2,12.863625987
python,hash_table,4. Get existing random order,10000000,dict,3,12.976404620
python,hash_table,4. Get existing random order,10000000,dict,4,12.937958128
python,hash_table,4. Get existing random order,10000000,dict,5,12.857626166
python,hash_table,4. Get existing random order,15000000,HashTable,1,44.351080702
python,hash_table,4. Get existing random order,15000000,HashTable,2,44.517252277
python,hash_table,4. Get existing random order,15000000,HashTable,3,44.318348762
python,hash_table,4. Get existing random order,15000000,HashTable,4,44.572499173
python,hash_table,4. Get existing random order,15000000,HashTable,5,44.277289535
python,hash_table,4. Get existing random order,15000000,dict,1,19.524934273
python,hash_table,4. Get existing random order,15000000,dict,2,19.432485556
python,hash_table,4. Get existing random order,15000000,dict,3,19.526718709
python,hash_table,4. Get existing random order,15000000,dict,4,19.530720743
python,hash_table,4. Get existing random order,15000000,dict,5,19.554254912
python,hash_table,5. Get missing keys,10000,HashTable,1,0.014116771
python,hash_table,5. Get missing keys,10000,HashTable,2,0.014541777
python,hash_table,5. Get missing keys,10000,HashTable,3,0.012610442
python,hash_table,5. Get missing keys,10000,HashTable,4,0.014293372
python,hash_table,5. Get missing keys,10000,HashTable,5,0.008592993
python,hash_table,5. Get missing keys,10000,dict,1,0.002199608
python,hash_table,5. Get missing keys,10000,dict,2,0.001429804
python,hash_table,5. Get missing keys,10000,dict,3,0.001334794
python,hash_table,5. Get missing keys,10000,dict,4,0.001310388
python,hash_table,5. Get missing keys,10000,dict,5,0.001299743
python,hash_table,5. Get missing keys,50000,HashTable,1,0.085741582
python,hash_table,5. Get missing keys,50000,HashTable,2,0.082239932
python,hash_table,5. Get missing keys,50000,HashTable,3,0.084941385
python,hash_table,5. Get missing keys,50000,HashTable,4,0.081237927
python,hash_table,5. Get missing keys,50000,HashTable,5,0.068104164
python,hash_table,5. Get missing keys,50000,dict,1,0.014244951
python,hash_table,5. Get missing keys,50000,dict,2,0.009617257
python,hash_table,5. Get missing keys,50000,dict,3,0.009062836
python,hash_table,5. Get missing keys,50000,dict,4,0.011228576
python,hash_table,5. Get missing keys,50000,dict,5,0.006736210
python,hash_table,5. Get missing keys,100000,HashTable,1,0.193792829
python,hash_table,5. Get missing keys,100000,HashTable,2,0.195032297
python,hash_table,5. Get missing keys,100000,HashTable,3,0.187764661
python,hash_table,5. Get missing keys,100000,HashTable,4,0.202337984
python,hash_table,5. Get missing keys,100000,HashTable,5,0.183549785
