language,structure,case,n,implementation,run,time_sec
cpp,hash_table,2. Insert random,100000,unordered_flat_map,2,0.036137491
cpp,hash_table,2. Insert random,100000,unordered_flat_map,3,0.035549355
cpp,hash_table,2. Insert random,100000,unordered_flat_map,4,0.034320064
cpp,hash_table,2. Insert random,100000,unordered_flat_map,5,0.035047637
cpp,hash_table,2. Insert random,200000,HashTable,1,0.152012667
cpp,hash_table,2. Insert random,200000,HashTable,2,0.152307180
cpp,hash_table,2. Insert random,200000,HashTable,3,0.165390824
cpp,hash_table,2. Insert random,200000,HashTable,4,0.155090280
cpp,hash_table,2. Insert random,200000,HashTable,5,0.151068311
cpp,hash_table,2. Insert random,200000,unordered_flat_map,1,0.069988340
cpp,hash_table,2. Insert random,200000,unordered_flat_map,2,0.077566884
cpp,hash_table,2. Insert random,200000,unordered_flat_map,3,0.077814875
cpp,hash_table,2. Insert random,200000,unordered_flat_map,4,0.070456736
cpp,hash_table,2. Insert random,200000,unordered_flat_map,5,0.069297630
cpp,hash_table,2. Insert random,500000,HashTable,1,0.363141617
cpp,hash_table,2. Insert random,500000,HashTable,2,0.367552591
cpp,hash_table,2. Insert random,500000,HashTable,3,0.380319889
cpp,hash_table,2. Insert random,500000,HashTable,4,0.360385498
cpp,hash_table,2. Insert random,500000,HashTable,5,0.372954446
cpp,hash_table,2. Insert random,500000,unordered_flat_map,1,0.222546276
cpp,hash_table,2. Insert random,500000,unordered_flat_map,2,0.223476842
cpp,hash_table,2. Insert random,500000,unordered_flat_map,3,0.217474904
cpp,hash_table,2. Insert random,500000,unordered_flat_map,4,0.226385550
cpp,hash_table,2. Insert random,500000,unordered_flat_map,5,0.216272432
cpp,hash_table,2. Insert random,1000000,HashTable,1,0.775725027
cpp,hash_table,2. Insert random,1000000,HashTable,2,0.765551309
cpp,hash_table,2. Insert random,1000000,HashTable,3,0.767641351
cpp,hash_table,2. Insert random,1000000,HashTable,4,0.764504842
cpp,hash_table,2. Insert random,1000000,HashTable,5,0.766729527
cpp,hash_table,2. Insert random,1000000,unordered_flat_map,1,0.454471882
cpp,hash_table,2. Insert random,1000000,unordered_flat_map,2,0.441028157
cpp,hash_table,2. Insert random,1000000,unordered_flat_map,3,0.440772516
cpp,hash_table,2. Insert random,1000000,unordered_flat_map,4,0.441926235
cpp,hash_table,2. Insert random,1000000,unordered_flat_map,5,0.442203248
cpp,hash_table,2. Insert random,2000000,HashTable,1,1.867772578
cpp,hash_table,2. Insert random,2000000,HashTable,2,1.633879646
cpp,hash_table,2. Insert random,2000000,HashTable,3,1.625196503
cpp,hash_table,2. Insert random,2000000,HashTable,4,1.634952803
cpp,hash_table,2. Insert random,2000000,HashTable,5,1.621232133
cpp,hash_table,2. Insert random,2000000,unordered_flat_map,1,0.936416768
cpp,hash_table,2. Insert random,2000000,unordered_flat_map,2,0.912133918
cpp,hash_table,2. Insert random,2000000,unordered_flat_map,3,0.897820687
cpp,hash_table,2. Insert random,2000000,unordered_flat_map,4,0.914142018
cpp,hash_table,2. Insert random,2000000,unordered_flat_map,5,0.910538937
cpp,hash_table,2. Insert random,5000000,HashTable,1,4.640038053
cpp,hash_table,2. Insert random,5000000,HashTable,2,3.982142352
cpp,hash_table,2. Insert random,5000000,HashTable,3,3.954527402
cpp,hash_table,2. Insert random,5000000,HashTable,4,3.968954894
cpp,hash_table,2. Insert random,5000000,HashTable,5,3.954261325
cpp,hash_table,2. Insert random,5000000,unordered_flat_map,1,2.244529506
cpp,hash_table,2. Insert random,5000000,unordered_flat_map,2,2.183733201
cpp,hash_table,2. Insert random,5000000,unordered_flat_map,3,2.173439716
cpp,hash_table,2. Insert random,5000000,unordered_flat_map,4,2.175968443
cpp,hash_table,2. Insert random,5000000,unordered_flat_map,5,2.176385273
cpp,hash_table,2. Insert random,10000000,HashTable,1,8.328277956
cpp,hash_table,2. Insert random,10000000,HashTable,2,8.374759400
cpp,hash_table,2. Insert random,10000000,HashTable,3,8.308948219
cpp,hash_table,2. Insert random,10000000,HashTable,4,8.304292094
cpp,hash_table,2. Insert random,10000000,HashTable,5,8.305184554
cpp,hash_table,2. Insert random,10000000,unordered_flat_map,1,4.716286909
cpp,hash_table,2. Insert random,10000000,unordered_flat_map,2,4.616757582
cpp,hash_table,2. Insert random,10000000,unordered_flat_map,3,4.655084193
cpp,hash_table,2. Insert random,10000000,unordered_flat_map,4,4.616874244
cpp,hash_table,2. Insert random,10000000,unordered_flat_map,5,4.768106461
cpp,hash_table,2. Insert random,15000000,HashTable,1,14.766921354
cpp,hash_table,2. Insert random,15000000,HashTable,2,14.074543313
cpp,hash_table,2. Insert random,15000000,HashTable,3,14.062632419
cpp,hash_table,2. Insert random,15000000,HashTable,4,13.953396693
cpp,hash_table,2. Insert random,15000000,HashTable,5,14.606745373
cpp,hash_table,2. Insert random,15000000,unordered_flat_map,1,8.050280220
cpp,hash_table,2. Insert random,15000000,unordered_flat_map,2,8.149063728
cpp,hash_table,2. Insert random,15000000,unordered_flat_map,3,7.973917656
cpp,hash_table,2. Insert random,15000000,unordered_flat_map,4,7.944524542
cpp,hash_table,2. Insert random,15000000,unordered_flat_map,5,7.913842957
cpp,hash_table,3. Get existing sequential,10000,HashTable,1,0.001442216
cpp,hash_table,3. Get existing sequential,10000,HashTable,2,0.001303021
cpp,hash_table,3. Get existing sequential,10000,HashTable,3,0.001263795
cpp,hash_table,3. Get existing sequential,10000,HashTable,4,0.001254251
cpp,hash_table,3. Get existing sequential,10000,HashTable,5,0.001237660
cpp,hash_table,3. Get existing sequential,10000,unordered_flat_map,1,0.000992747
cpp,hash_table,3. Get existing sequential,10000,unordered_flat_map,2,0.001156037
cpp,hash_table,3. Get existing sequential,10000,unordered_flat_map,3,0.001070636
cpp,hash_table,3. Get existing sequential,10000,unordered_flat_map,4,0.000902454
cpp,hash_table,3. Get existing sequential,10000,unordered_flat_map,5,0.000876634
cpp,hash_table,3. Get existing sequential,50000,HashTable,1,0.005942076
cpp,hash_table,3. Get existing sequential,50000,HashTable,2,0.005871973
cpp,hash_table,3. Get existing sequential,50000,HashTable,3,0.005878489
cpp,hash_table,3. Get existing sequential,50000,HashTable,4,0.006808123
cpp,hash_table,3. Get existing sequential,50000,HashTable,5,0.005675013
cpp,hash_table,3. Get existing sequential,50000,unordered_flat_map,1,0.004814567
cpp,hash_table,3. Get existing sequential,50000,unordered_flat_map,2,0.004537314
cpp,hash_table,3. Get existing sequential,50000,unordered_flat_map,3,0.004640010
cpp,hash_table,3. Get existing sequential,50000,unordered_flat_map,4,0.004617754
cpp,hash_table,3. Get existing sequential,50000,unordered_flat_map,5,0.004543782
cpp,hash_table,3. Get existing sequential,100000,HashTable,1,0.011751116
cpp,hash_table,3. Get existing sequential,100000,HashTable,2,0.011392238
cpp,hash_table,3. Get existing sequential,100000,HashTable,3,0.011454210
cpp,hash_table,3. Get existing sequential,100000,HashTable,4,0.011769130
cpp,hash_table,3. Get existing sequential,100000,HashTable,5,0.011512455
cpp,hash_table,3. Get existing sequential,100000,unordered_flat_map,1,0.009934651
cpp,hash_table,3. Get existing sequential,100000,unordered_flat_map,2,0.009471301
cpp,hash_table,3. Get existing sequential,100000,unordered_flat_map,3,0.009352086
cpp,hash_table,3. Get existing sequential,100000,unordered_flat_map,4,0.009883805
cpp,hash_table,3. Get existing sequential,100000,unordered_flat_map,5,0.009457125
cpp,hash_table,3. Get existing sequential,200000,HashTable,1,0.023617070
cpp,hash_table,3. Get existing sequential,200000,HashTable,2,0.022802298
cpp,hash_table,3. Get existing sequential,200000,HashTable,3,0.024559352
cpp,hash_table,3. Get existing sequential,200000,HashTable,4,0.022797767
cpp,hash_table,3. Get existing sequential,200000,HashTable,5,0.023374224
cpp,hash_table,3. Get existing sequential,200000,unordered_flat_map,1,0.023547950
cpp,hash_table,3. Get existing sequential,200000,unordered_flat_map,2,0.021443373
cpp,hash_table,3. Get existing sequential,200000,unordered_flat_map,3,0.019729262
cpp,hash_table,3. Get existing sequential,200000,unordered_flat_map,4,0.020641309
cpp,hash_table,3. Get existing sequential,200000,unordered_flat_map,5,0.025676000
cpp,hash_table,3. Get existing sequential,500000,HashTable,1,0.057136545
cpp,hash_table,3. Get existing sequential,500000,HashTable,2,0.057185259
cpp,hash_table,3. Get existing sequential,500000,HashTable,3,0.057388723
cpp,hash_table,3. Get existing sequential,500000,HashTable,4,0.057763268
cpp,hash_table,3. Get existing sequential,500000,HashTable,5,0.061748427
cpp,hash_table,3. Get existing sequential,500000,unordered_flat_map,1,0.095411315
cpp,hash_table,3. Get existing sequential,500000,unordered_flat_map,2,0.101375368
cpp,hash_table,3. Get existing sequential,500000,unordered_flat_map,3,0.109866009
cpp,hash_table,3. Get existing sequential,500000,unordered_flat_map,4,0.092829766
cpp,hash_table,3. Get existing sequential,500000,unordered_flat_map,5,0.092496197
cpp,hash_table,3. Get existing sequential,1000000,HashTable,1,0.115551260
cpp,hash_table,3. Get existing sequential,1000000,HashTable,2,0.117736802
cpp,hash_table,3. Get existing sequential,1000000,HashTable,3,0.118145844
cpp,hash_table,3. Get existing sequential,1000000,HashTable,4,0.117359418
cpp,hash_table,3. Get existing sequential,1000000,HashTable,5,0.115192199
cpp,hash_table,3. Get existing sequential,1000000,unordered_flat_map,1,0.215989494
cpp,hash_table,3. Get existing sequential,1000000,unordered_flat_map,2,0.227435917
cpp,hash_table,3. Get existing sequential,1000000,unordered_flat_map,3,0.213971515
cpp,hash_table,3. Get existing sequential,1000000,unordered_flat_map,4,0.226983395
cpp,hash_table,3. Get existing sequential,1000000,unordered_flat_map,5,0.214107971
cpp,hash_table,3. Get existing sequential,2000000,HashTable,1,0.246544216
