language,structure,case,n,implementation,run,time_sec
cpp,binary_heap,4. Heapify random,10000,priority_queue,5,0.000480139
cpp,binary_heap,4. Heapify random,50000,BinaryHeap,1,0.001808569
cpp,binary_heap,4. Heapify random,50000,BinaryHeap,2,0.001699528
cpp,binary_heap,4. Heapify random,50000,BinaryHeap,3,0.001548249
cpp,binary_heap,4. Heapify random,50000,BinaryHeap,4,0.001536731
cpp,binary_heap,4. Heapify random,50000,BinaryHeap,5,0.001574460
cpp,binary_heap,4. Heapify random,50000,priority_queue,1,0.002436869
cpp,binary_heap,4. Heapify random,50000,priority_queue,2,0.002419112
cpp,binary_heap,4. Heapify random,50000,priority_queue,3,0.002397342
cpp,binary_heap,4. Heapify random,50000,priority_queue,4,0.002714690
cpp,binary_heap,4. Heapify random,50000,priority_queue,5,0.002448325
cpp,binary_heap,4. Heapify random,100000,BinaryHeap,1,0.003456826
cpp,binary_heap,4. Heapify random,100000,BinaryHeap,2,0.003160756
cpp,binary_heap,4. Heapify random,100000,BinaryHeap,3,0.003591355
cpp,binary_heap,4. Heapify random,100000,BinaryHeap,4,0.003370110
cpp,binary_heap,4. Heapify random,100000,BinaryHeap,5,0.003189139
cpp,binary_heap,4. Heapify random,100000,priority_queue,1,0.004929163
cpp,binary_heap,4. Heapify random,100000,priority_queue,2,0.005075349
cpp,binary_heap,4. Heapify random,100000,priority_queue,3,0.005181367
cpp,binary_heap,4. Heapify random,100000,priority_queue,4,0.004799250
cpp,binary_heap,4. Heapify random,100000,priority_queue,5,0.004796275
cpp,binary_heap,4. Heapify random,200000,BinaryHeap,1,0.006918158
cpp,binary_heap,4. Heapify random,200000,BinaryHeap,2,0.006883217
cpp,binary_heap,4. Heapify random,200000,BinaryHeap,3,0.006471048
cpp,binary_heap,4. Heapify random,200000,BinaryHeap,4,0.006556823
cpp,binary_heap,4. Heapify random,200000,BinaryHeap,5,0.006282954
cpp,binary_heap,4. Heapify random,200000,priority_queue,1,0.009622704
cpp,binary_heap,4. Heapify random,200000,priority_queue,2,0.009590999
cpp,binary_heap,4. Heapify random,200000,priority_queue,3,0.009593155
